treespec,prod_wd,unit,bark,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 
CONIF,RW_IN_O,THS_M3,UNBK,ES	196.85 e	92.23 	176.08 	112.74 	117.78 e	107.43 e	85.99 	79.51 	104.41 	126.09 	165.84 	178.66 	229.9 	198 	106 	601 	680 	675 	654 	405 	360 	380 	390 	350 	350 	329 	828 	397 	510 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,EU27_2020	: 	: 	: 	3339.73 s	4582.09 	5322.69 	5475.84 s	5650.39 	5811.2 	5650.29 	5579.63 s	5443.37 s	5791.98 s	7446.28 s	7236.56 s	7984.22 s	8137.42 	8317.94 s	7339.2 s	7082.62 s	8522.57 s	6894.67 s	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,EU28	: 	: 	: 	3795.65 s	5312.52 e	5766.96 e	5950 e	6164.15 e	6294.66 e	6149.17 e	6055.14 	5961.56 	6250.13 	7848.29 	7618.56 	8392.22 	8482.42 	8621.94 	7651.2 	7431.62 	8894.57 	7303.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 e	275 	275 	275 	275 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,FR	213.28 e	263.5 e	236.33 	311.63 	274.45 e	299.71 e	316.42 	333.15 e	281.87 	208.98 p	106.13 	79.19 	116.66 	94.02 	168.21 	159.92 	168.57 	200.71 	166.58 	137.29 	160.56 	149.05 	152.96 	169.31 	185.93 	197.33 	237.85 	291.09 	228.76 	260.58 	257.14 	240.8 	184.9 
CONIF,RW_IN_O,THS_M3,UNBK,HR	3.35 	3.75 	3.45 	3.27 	2.04 	1.64 	1.18 	6 	30 	13 	11 	36 	35 	36 	51 	33 	31 	24 	21 	26 	26 	26 	13 	10 	6 	53 	17 	25 	15 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,HU	93.93 	140.55 	156.12 	178.39 	229.41 	223.46 	: 	172.78 	132.26 	153.56 	120.77 	80.3 	47.5 	255 	261 	292 	153 	154 	146.2 	210 	214.3 	166 	161 	164 	35 	30 	29 	36 	20 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,IE	: 	: 	164.58 	166.23 	166.23 	163.75 	133.1 	108.16 	126.21 	113.07 	118.66 	87.11 	87 	125 	107 	107 	97.84 	137.7 	127 	0 	0 	0 	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,IS	: 	: 	: 	: 	: 	: 	: 	: 	2.45 	2.04 	: 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,IT	480.48 e	869.67 e	148.34 e	0 	: 	247.85 	235.08 	: 	: 	414.42 	380.8 	499.59 	457.92 	453.34 	411.23 	364.21 	298.23 	186 	161 	240 	271 	356 	243 	260 	270 	331 	345 	326 	263 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,LI	: 	: 	0 	0 	0 	0 	0 	0.09 	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	5 	10 	10 	10 	30 	15 	35 	40 	85 	130 	195 	189 	: 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,LU	105.97 	100.1 	99.81 	70.39 	0 	0 	: 	: 	: 	19.03 	20.15 e	20.08 	2.2 e	2.2 e	8.6 e	7.82 e	5.87 	17.24 	15.75 	20.65 	55.9 e	55.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,LV	690 	569 	555.9 	505 	531.33 	731.33 	731.33 	729.67 	805.86 	674.75 e	765.64 	744.26 	717.32 	730 	720 	541 	520 	457 	486.7 	500 	400 	1260 	62 	47 	200 	200 	200 	700 	700 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,MT	: 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 e	0 e	0 e	0 p	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,NL	36.6 e	41 	16.28 	14.44 	8.09 	8.4 	6.7 	5 	10.5 	53.4 	41.68 	38.28 	18.26 	8.73 	20.16 	31 	22 	89 	79 	54 	79 	61 	39 	57 	68 	73 	100 	72 	90 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,NO	80.71 	87.81 	64.42 	59.75 	500 	0 	0 	0 	22.66 	21.72 	26.87 	21.76 	34.31 	28.77 	25.73 	24.96 	30 	26.06 	26.44 	25.67 	24.05 	29.7 	25.5 	190 	190 	190 	190 	190 	190 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,PL	572.09 e	727.67 e	875.42 e	939.27 e	884.32 e	1021.67 e	1131.55 e	1158.65 	1187.05 	1116.57 	1119.36 	1142.63 	1353.5 	1495.19 	1560.8 	1643.7 	1725 	1697 	1443 	1353 	1569 	1623 	1985 	1678 	1843 	1929 	966 	823 	810 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,PT	147.29 	143.6 	159.33 	110.62 	77.04 	68.09 	71.63 	74.91 	179.41 	142.9 	151.41 e	150 	150 	150 	150 	150 	150 	150 	150 	150 	150 	150 	150 	145 	145 	157 	156 	156 	160 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,RO	295.36 	170.56 	191.14 	207.97 	190.59 	195.83 	279.81 	335.64 	245.18 	205.02 	118.22 	274.1 	173.7 	200 	676 	334 	298 	376 	533 	106 	192.7 	402.2 	462 	650 	556 	790 	786 	316 	330 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,SE	150 p	150 	150 	250 	272.73 	250 	250 	250 	250 	250 	250 	250 	250 	250 	400 	400 	400 	400 	400 	400 	400 	400 	400 	460 	460 	200 	200 	200 	170 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,SI	15 	20 	33.33 	20 	75 	100 	113.63 	41.97 	41.29 	63.06 	52.49 	44.18 	26.2 	26.83 	22.19 	85.15 	114 	158 	105 	112 	121 	91 	95 	79 	95 	146 	217 	91 	109 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,SK	21.28 	31.05 	24.24 	36.07 	25.65 	19.03 	26.03 	14.12 	19 	36.81 	30.1 	29.17 	55.28 	36.59 	624.2 	492 	327 	169 	104 	256.2 	116 	114 	117 	65 	48 	64 	97 	821 	147 	: 	: 	: 	: 
CONIF,RW_IN_O,THS_M3,UNBK,UK	: 	437.59 	421.45 	455.92 	447.77 	444.28 	495.25 	513.78 	483.48 	498.86 	475.54 	518.21 	458.15 	402 	382 	408 	345 	304 	312 	349 	372 	409 	426 	397 	412 	461 	481 	325 	280 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,AT	2640.68 	3106.91 	3081.27 	2783.19 	2753.93 	2662.84 	2780.48 	2808.89 	2887.53 	3045.01 	2967.24 	2830.79 	3336.15 	2954.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	1269.42 	1233.05 e	1100 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,BG	1152.21 	1275.21 	1471.17 	1365.52 	1358.49 	1225.48 	963.8 	1035.23 	927 	917.4 	771.1 	469 	883 	721 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,CH	365.5 	323.81 	383.19 	274.58 	259.5 	249.94 	279.62 	: c	: c	295.39 	307.45 	292.37 	355.62 	424.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,CY	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,CZ	: 	: 	: 	: 	: 	: 	: 	: 	5109.2 	4624.4 	5134.8 e	4932.4 e	5394.4 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,DE	: 	: 	: 	: 	: 	: 	: 	: 	9790.07 	10216.5 	10145.26 	8782.21 e	10167.3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,DK	: 	: 	: 	: 	448.8 	448.8 	: 	: 	: 	515.84 	558.71 e	599.5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,EE	1263 	1305 	1452 	1361 	1260 	1220 	1060 	1000 	1000 	950 	960 	830 e	750 	670 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,EL	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,ES	4153.12 e	4216.52 	4068.72 	3618.51 	3698.41 	3841.26 	3522.78 	3133.13 	3017.28 	3008.17 	3056.52 	3176.64 	3753.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,FI	25021.63 p	27757.4 	29348.81 	26681.05 	26565.66 	25181.72 	23911.9 	24096.69 	22488.13 	22692.86 	22678.1 	17955.68 	22880.24 	23191 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,FR	5687 e	5805.64 e	5450.92 	5596.3 	5626.29 	5695.22 	6032.21 	5760.35 e	6365.08 	7898 	9695.39 	8142.65 	6247.95 	6760.58 	6624.11 	6613.39 	6630.11 	6049.23 	6952.78 	8317.62 	8374.62 	6329.69 	6164.31 	6298.2 	5914.32 	7041.65 	6599.11 	5562.73 	6247.43 	5980.43 	5510.44 	6317.78 	5973.49 
CONIF,RW_IN_PW,THS_M3,OVBK,HR	: 	: 	: 	: 	: 	: 	: 	303 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,HU	744.83 	651.63 	637.25 	613.89 	588.36 	528.52 	641.65 	653.69 	564 	452.68 	472.54 	478.6 	408.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,IE	: 	: 	1171.97 	987.9 	912.74 	966.3 	1046.45 	1066.95 	914.32 	1029.94 	982.61 	745.53 	807 	910 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,IS	: 	0 	0 	0 	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,IT	937.82 e	819.91 e	162.85 ep	162.8 ep	: 	557.35 	528.63 	: 	529.23 e	529.23 	177.27 	428.88 	411.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,LI	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,LT	827.16 	820.38 	854 	731 	709 	735.89 	756.21 	756.21 	909.71 	1111.74 	946 	500 	688.3 	998.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,LU	46.81 	44.22 	44.1 	31.1 	78.06 	100.4 	: 	: 	8.16 	7.87 	8.33 e	8.3 e	3.97 e	3.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,LV	2465.1 	2495.9 	2405.33 	2336.66 	2357.41 	2312.88 	2661.94 	189.62 	1449.03 	1367.13 	1291.8 	1026.41 	1421.5 	1632.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,MT	: 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,NL	313.18 	329.78 	333.36 	368.6 	296.5 	288.9 	0 	0 	226.2 	228.8 	230.34 	211.56 	285.42 	247.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,NO	4838.89 	5100.84 	4869.39 	4798.75 	4566.1 	4996.52 	4802.27 	4565.05 	4653.86 	4525.92 	4237.89 	3797.77 	4381.59 	4323.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,PL	15427.83 	17306 	19307.66 	18181.18 	15981.83 	15093.13 	14571.01 	13769 	13220.9 e	13304.23 e	12943.15 e	12465.42 e	11887.7 	12277.78 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,PT	2875.5 	3153.6 	2624.05 	2661.07 	1021.02 	994.28 	783.2 	890.98 	0 	849.66 	1091.22 e	1081.05 	933.56 	1225.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,RO	411.57 	458.55 	511.06 	398.91 	362.39 	391.22 	342.41 	299.85 	332.04 	412.38 	114.43 	230.9 	266.5 	533 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,SE	28900 p	28600 	28063.38 	28956 	34020 	33380 	31860 	33430 	32467 	33750 	32690 	28600 	32450 	32422 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,SI	384.11 	546.58 	732.26 	591.11 	642.22 	611.11 	704.53 	278.4 	257.99 	246.73 	207.74 	234.61 	226.82 	247.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,SK	1330.51 	1680.73 	1894.45 	1753.19 	1571.25 	1322.8 	1328.07 	987.11 	1192.01 	1359.94 	1953.18 e	2310.41 e	1815.26 	1398.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,OVBK,UK	: 	2008.72 	1938.88 	1787.65 	1890.6 	2027.95 	2173.59 	2317.7 	2348.56 	2512.75 	2314.04 	2078.5 	2518.84 	2664.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,AT	2357.75 	2774.03 	2751.14 	2484.99 	2458.87 	2377.53 	2482.57 	2507.94 	2578.15 	2718.76 	2649.33 	2527.49 	2978.71 	2638.32 	2436 	2358 	2371 	2593 	2136 	2057 	1993 	2615 	2428 	2480 	2751 	2403 	2302 	1961 	2182 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,BE	: 	: 	: 	1119.87 p	: 	: 	: 	: 	: 	: 	1120.95 e	1000 e	1100 	1150 	1150 	1155 	1125 	1075 	875 	825 e	800 e	800 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,BG	1047.47 	1159.28 	1337.43 	1241.38 	1235.29 	1114.07 	876.18 	941.12 	757.82 	834 	701 	425 	803 	721 	927 	943 	847 	360 e	360 e	360 e	360 e	360 	369.33 p	376 	416 	406 	319 	217 	227 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,CH	328.95 	291.43 	344.87 	247.12 	233.55 	224.95 	246.74 	231.3 e	: c	265.98 	276.85 	263.29 	323.29 	382.35 	431.81 	390.08 	405 	350 	346 	426 	568 	274 	322 p	322 	308 	350 	352 	414 	510 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3.18 	8.62 	8.18 	8 	9 	12 	10 	10 	10 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,CZ	: 	7093 	6537 	5031 	: 	4334 	4282 	3968 	3881 	4204 	4668 	4484 	4904 	5784 	5868 	5180 	5031 	4492 	4420 	4380 	4436 	4490 	4550 	5022 	4483 	4676 	4663 	3868 	3200 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,DE	10589.85 e	9517.94 e	7952.05 e	7633.39 e	8256 	8175.86 	8508.76 	8663.15 	8900.06 	9287.73 	9222.97 	7983.83 	9243 	13548 	9205 	9050 	8779 	7402 	7275 	6955 	7038 	6801 	7089 	6624 	6919 	8152 	7852 	6956 	7741 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,DK	: 	: 	: 	: 	408 	408 	286.55 	286.55 	: 	468.95 	507.92 e	545 	545 	545 	465 	623.4 	165 e	168.66 e	152.5 e	221 e	587 e	245 	0 	521 	521 	521 	521 	530 	466 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,EE	1148.18 	1186.36 	1320 	1237.27 	1145.45 	1109.09 	963.64 	855 	900 	855 	864 	747 e	675 	603 	650 	680 	800 	1700 	2080 	2550 	2200 	1750 	1600 	1390 	628 	595 	585 	330 	280 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,EL	: 	: 	: 	0 p	: 	0 	0 	0 e	0 	: 	56.48 e	29.71 	0 	0 	0 	0 	0 	0 	0 	0 	72.83 	74.32 	103 	97 	60 	92 	70 	84 	42 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,ES	3488.62 e	3541.88 	3417.72 	3039.55 	3106.67 	3226.66 	3064.82 	2725.82 	2391.01 	2617.11 	2659.17 	2763.67 	3265.27 	3156 	3209 	2083 	2170 	2170 	2163 	2317 	2158 	3070 	3017 	3057 	3057 	3139 	2544 	2121 	2359 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,EU27_2020	: 	: 	: 	100640.39 s	101527.05 	97412.2 	94920.27 s	92106.44 s	90816.04 	95276.31 	95210.6 s	86017.73 s	94888.41 s	100132.77 s	86481.86 s	95626.32 s	86478.63 s	83271.85 s	84441.6 s	81607.17 s	82152.37 s	77483.33 s	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,EU28	: 	: 	: 	102236.51 s	104458.06 e	99222.86 e	96853.02 e	94175.8 e	92912.97 e	97519.8 e	97276.69 	87873.52 	97137.36 	102511.77 	88790.85 	98142.33 	88906.63 	85635.85 	86685.59 	83973.17 	84505.37 	79788.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,FI	21602.95 	23964.98 	25339.16 	23036 	22936.23 	21741.24 	20644.54 	20804.26 	19415.31 	19592.22 	19579.62 	15502.73 	19753.88 	20023.25 	18571.2 	19473.65 	19860.56 	19525 	19743 	19520 	19596.01 	19804 	19394.04 	18409 	17062 	18375 	17202 	15488 	14971 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,FR	4479.13 e	4572.58 e	4293.2 	4407.69 	4431.32 e	4485.61 e	4751.03 	4536.77 e	5013.19 	6220.54 p	7636.18 	6424.08 	5054.25 	5485.56 	5391.03 	5376.49 	5392.4 	4910.58 	5604.43 	6663.65 	6749.15 	5103.39 	4960.48 	5082.55 	4750.82 	5673.98 	5318.24 	4465.63 	5016.64 	4800.4 	4439.5 	5063.14 	4797.76 
CONIF,RW_IN_PW,THS_M3,UNBK,HR	280.84 	283.5 	269.94 	296.44 	253.24 	281.18 	230.07 	303 	82 	185 	175 	67 	64 	62 	112 	76 	44 	38 	37 	41 	32 	110 	91 	81 	72 	76 	98 	65 	48 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,HU	595.86 	521.31 	509.8 	491.11 	470.69 	422.82 	: 	517.52 	451.2 	358.55 	378.03 	382.9 	327 	216 	300 	270 	392.9 	284 	290.7 	259 	289.2 	187 	161 	164 	165 	260 	340 	234 	228 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,IE	: 	: 	1065.43 	829.76 	829.76 	982.12 	951.32 	969.95 	831.2 	936.31 	893.28 	677.76 	734 	828 	760 	759 	722.01 	623 	741.8 	770 	999 	1040 	828 	820 	832 	758 	611 	532 	680 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,IS	: 	: 	0 	0 	: 	: 	: 	: 	0 	0 	: 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,IT	852.56 e	745.37 e	148.05 ep	148 ep	: 	327.85 	310.96 	: 	: 	481.12 	147.14 	371.28 	341.28 	466.28 	444.68 	358.52 	151.44 	172 	189 	157 	126 	118 	108 	94 	146 	151 	158 	122 	92 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,LI	: 	: 	0 	0 	0 	0 	0 	2.73 	: 	0 	0 	0 	1.1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,LT	732 	726 	757 	648 	628 	652 	689 	670 	806 	985 	838.16 	443 	609.83 	885 	660 	790 	820 	915 	870 	770 	500 	520 	525 	880 	790 	1675 	372 	160 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,LU	39.79 	37.59 	37.48 	26.43 	67.87 	87.31 	: 	: 	: 	7.15 	7.57 e	7.54 	3.61 e	3.61 e	12.87 e	11.7 e	8.79 	15.61 	9.17 	9.52 	2 e	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,LV	2241 	2269 	2186.66 	2124.24 	2143.1 	2102.62 	2419.95 	172.39 	1317.3 	1242.85 e	1174.36 	933.1 	1269.2 	1457.8 	1166.3 	1691.4 	1363 	1742 	1783 	1580 	1596 	1046 	1777 	1623 	1200 	1200 	900 	350 	166 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,MT	: 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 e	0 e	0 e	0 p	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,NL	255.4 e	267 	270.11 	298.77 	255.6 	248.8 	281.7 	197 	184.1 	186.7 	188.12 	172.78 	233.23 	201.52 	229.87 	212 	225.53 	120 	122 	96 	125 	150 	187 	223 	194 	266 	223 	266 	455 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,NO	304.12 	4637.13 	4411.54 	4347.54 	4151 	4542.29 	4365.7 	4150.04 	4230.79 	4114.48 	3852.63 	3452.52 	3983.27 	3759.99 	3474.04 	3556.78 	3223 	2983 	3246.52 	3398.43 	3313.39 	3394.1 	3374.2 	3344 	3499 	3579 	3577 	3963 	4247 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,PL	13886.43 	15576.96 	17378.63 	16364.69 	14385.09 	13585.17 	13115.22 	12393.34 	12040.24 	11975 	11650 	11220 	10700 	11050 	9650 	9760 	9790 	9100 	8800 	7786 	7843 	6689 	6171 	5522 	4891 	5079 	4228 	4430 	4050 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,PT	2130 	2336 	1835 	1860.89 	714 	695.3 	712 	712.78 	664 	1030.1 	818.41 e	810.79 	700.17 	918.79 	954.8 	749.3 	1633 	819 	720 	1068 	1286 	1069 	962 	930 	930 	965 	970 	1421 	1375 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,RO	665.83 	431.73 	480.37 	387.1 	329.45 	372.59 	326.11 	285.57 	306.48 	374.89 	104.03 	206 	244.1 	467 	301 	715 	740 	1136 	1407 	1196 	971 	1050 	1087 	1440 	1244 	1409 	1168 	215 	980 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,SE	25400 p	25100 	24617 	25400 	30927.27 	27810 	26530 	27860 	26895 	28125 	27240 	26000 	29500 	28440 	22600 	31300 	22500 	22200 	23300 	20790 	20930 	18920 	19536 	18750 	18000 	21700 	20200 	20000 	20300 	: 	: 	: 	: 
CONIF,RW_IN_PW,THS_M3,UNBK,SI	345.7 	491.92 	659.04 	532 	578 	550 	634.08 	250.56 	232.19 	222.07 	186.97 	211.15 	204.14 	222.56 	331.35 	245.86 	210 	452 	323 	310 	302 	329 	356 	375 	392 	219 	264 	130 	142 	: 	: 	: 	: 
